"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"613975","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MD","Cecil","Susquehanna-Atlantic Ocean Drainage: Canowingo Creek: Canowingo Lake Rd. ~ 10 km W rising Sun; 1st riffle upstream of mouth: 1.5 km from bridge (TJN07-22)","39.68657","-76.19345","reported","Accurate","Lower Susquehanna","02050306","2007","7","7","established","Data from GBIF data index - original values.","Specimen","Yale Peabody Museum ichthyology collection","ICH.016779","Freshwater","26212","Database","2013","GBIF","Global Biodiversity Information Facility (GBIF) Database.","Global Biodiversity Information Facility","","26017","Database","2013","Yale University","Yale Peabody Museum ichthyology collection. Accessed through GBIF data portal, <a href=""http://data.gbif.org/datasets/resource/8139"" target=""_blank"">http://data.gbif.org/datasets/resource/8139</a>","Yale University","New Haven, CT","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1406554","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MD","Cecil","Susquehanna-Atlantic Ocean Drainage: Canowingo Creek: Canowingo Lake Rd. ~ 10 km W rising Sun; 1st riffle upstream of mouth: 1.5 km from bridge (TJN07-22)","39.68657","-76.19345","reported","Accurate","Lower Susquehanna","02050306","2007","7","7","established","Data from GBIF data index - original values","Specimen","Yale Peabody Museum ichthyology collection","YPM ICH 016779","Freshwater","26212","Database","2013","GBIF","Global Biodiversity Information Facility (GBIF) Database.","Global Biodiversity Information Facility","","26017","Database","2013","Yale University","Yale Peabody Museum ichthyology collection. Accessed through GBIF data portal, <a href=""http://data.gbif.org/datasets/resource/8139"" target=""_blank"">http://data.gbif.org/datasets/resource/8139</a>","Yale University","New Haven, CT","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35114","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MD","Garrett","Jennings Randolph Reservoir","39.418823","-79.138813","Map derived","Approximate","North Branch Potomac","02070002","1969","","","collected","","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35112","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MD","Garrett","Savage River Reservoir","39.517814","-79.138641","Map derived","Approximate","North Branch Potomac","02070002","1969","","","established","","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35187","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MD","Garrett","Jennings Randolph Reservoir","39.418823","-79.138813","Map derived","Approximate","North Branch Potomac","02070002","1993","","","established","","Literature","","","Freshwater","1559","Other","1993","DeLorme.","Maryland Delaware Atlas and Gazetteer.","DeLorme, Freeport, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35190","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MD","Garrett","Savage River Reservoir","39.517814","-79.138641","Map derived","Approximate","North Branch Potomac","02070002","1993","","","established","","Literature","","","Freshwater","1559","Other","1993","DeLorme.","Maryland Delaware Atlas and Gazetteer.","DeLorme, Freeport, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35043","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MD","Garrett","Broadford Lake","39.400478","-79.370985","Map derived","Accurate","Youghiogheny","05020006","1993","","","established","","Literature","","","Freshwater","1559","Other","1993","DeLorme.","Maryland Delaware Atlas and Gazetteer.","DeLorme, Freeport, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35186","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MD","Garrett","Deep Creek Lake","39.510133","-79.316483","Map derived","Approximate","Youghiogheny","05020006","1993","","","established","","Literature","","","Freshwater","1559","Other","1993","DeLorme.","Maryland Delaware Atlas and Gazetteer.","DeLorme, Freeport, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1678825","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MD","Harford","Havre De Grace, MD, US","39.65538","-76.17367","reported","Accurate","Lower Susquehanna","02050306","2020","3","13","","https://www.inaturalist.org/observations/40022213","Literature","","","Freshwater","25944","Database","2021","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35201","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MD","Howard","Tridelphia Reservoir on the Patuxent River","39.211773","-77.019653","Map derived","Approximate","Patuxent","02060006","1993","","","established","","Literature","","","Freshwater","1559","Other","1993","DeLorme.","Maryland Delaware Atlas and Gazetteer.","DeLorme, Freeport, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35191","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MD","Prince George's","T. Howard Duckett Reservoir (Rocky Gorge Reservoir) on the Patuxent River","39.127886","-76.895252","GNIS","Approximate","Patuxent","02060006","1993","","","established","","Literature","","","Freshwater","1559","Other","1993","DeLorme.","Maryland Delaware Atlas and Gazetteer.","DeLorme, Freeport, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"157941","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MD","Washington","Chesapeake and Ohio Canal National Historical Park","39.439544","-77.79555","GNIS","Approximate","Conococheague-Opequon","02070004","1999","","","established","","Literature","","","Freshwater","13672","Journal Article","1999","Tilmant, J.T.","Management of nonindigenous aquatic fish in the U.S. National Park System.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"268764","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","ME","","St. Croix River","45.477568","-67.499723","GNIS","Approximate","Saint Croix River","01050001","1986","","","established","","Literature","","","Freshwater","1661","Book Chapter","1986","Schmidt, R.E.","Zoogeography of the northern Appalachians.","John Wiley and Sons","New York, NY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35310","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","ME","","state non-specific","45.38055","-69.23216","Calculated by GIS","Centroid","New England Region","01000000","1914","","","established","","Literature","","","Freshwater","1308","Journal Article","1914","Kendall, W.C.","An annotated catalogue of the fishes of Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"163642","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","ME","Kennebec","Long Pond of Belgrade chain","44.505621","-69.913664","GNIS","Accurate","Lower Kennebec River","01030003","2003","","","established","Biologists concerned walleye could spread throughout Belgrade lakes. No signs of reproduction or juvenile fish observations to date.","Literature","","","Freshwater","13692","Report","2003","Halliwell, D.B.","Introduced Fish in Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"269232","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","ME","Kennebec","Belgrade Lakes in the town of Belgrade","44.447289","-69.832549","Map derived","Approximate","Lower Kennebec River","01030003","2010","4","27","established","Walleye may be reproducing but thought to be an introduction by anglers.","Literature","","","Freshwater","19180","News","2010","Sinclair, Amy.","Feisty freshwater Walleyes unwanted in Maine.","New England Cable News (NECN) - Website","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1403770","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MO","","Bull Shoals Lake drainage","36.5621","-92.8833","Calculated by GIS","Centroid","Bull Shoals Lake","11010003","1988","","","established","from Stizostedion","Literature","","","Freshwater","716","Book","1988","Robison, H.W., and T.M. Buchanan","Fishes of Arkansas.","University of Arkansas Press","Fayetteville, AR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1406524","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MS","Hinds","deep bend below Westbrook Landing (below reservoir dam)","32.3702","-90.1034","reported","Accurate","Middle Pearl-Strong","03180002","1964","9","5","established","Data from GBIF data index - original values","Specimen","MMNS Ichthyology Collection","MMNS 6890.00","Freshwater","26212","Database","2013","GBIF","Global Biodiversity Information Facility (GBIF) Database.","Global Biodiversity Information Facility","","29356","Database","2017","Mississippi Museum of Natural Science","MMNS Ichthyology Collection","Mississippi Museum of Natural Science","Jackson, MS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1406525","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MS","Lawrence","estimated at Hwy 43","31.4504","-90.0097","reported","Accurate","Middle Pearl-Silver","03180003","1946","6","18","established","Data from GBIF data index - original values","Specimen","MMNS Ichthyology Collection","MMNS 28594.00","Freshwater","26212","Database","2013","GBIF","Global Biodiversity Information Facility (GBIF) Database.","Global Biodiversity Information Facility","","29356","Database","2017","Mississippi Museum of Natural Science","MMNS Ichthyology Collection","Mississippi Museum of Natural Science","Jackson, MS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1406522","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MS","Simpson","Strong River","31.9776","-89.8972","reported","Accurate","Middle Pearl-Strong","03180002","1936","9","2","established","Data from GBIF data index - original values","Specimen","MMNS Ichthyology Collection","MMNS 978.00","Freshwater","26212","Database","2013","GBIF","Global Biodiversity Information Facility (GBIF) Database.","Global Biodiversity Information Facility","","29356","Database","2017","Mississippi Museum of Natural Science","MMNS Ichthyology Collection","Mississippi Museum of Natural Science","Jackson, MS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36212","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MS","Yalobusha","Enid Lake","34.156136","-89.89975","Map derived","Accurate","Yocona","08030203","1976","","","collected","","Literature","","","Freshwater","30","Journal Article","1976","Pritchard, D.L., O.D. May, Jr., and L. Rider","Stocking of predators in the predator-stocking-evaluation reservoirs.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36819","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MT","","upper Big Horn","44.707559","-108.02417","Calculated by GIS","Centroid","Big Horn Lake","10080010","1990","","","established","","Literature","","","Freshwater","208","Book","1990","Holton, G.D.","A field guide to Montana fishes.","Montana Department of Fish, Wildlife and Parks Helena, MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36815","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MT","","Yellowstone drainage, upper","45.4157853944","-109.57111971","Calculated by GIS","Centroid","Upper Yellowstone","10070000","1990","","","established","","Literature","","","Freshwater","208","Book","1990","Holton, G.D.","A field guide to Montana fishes.","Montana Department of Fish, Wildlife and Parks Helena, MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36755","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MT","","Yellowstone drainage, upper","45.4157853944","-109.57111971","Calculated by GIS","Centroid","Upper Yellowstone","10070000","1990","","","established","","Literature","","","Freshwater","208","Book","1990","Holton, G.D.","A field guide to Montana fishes.","Montana Department of Fish, Wildlife and Parks Helena, MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36817","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","MT","","Yellowstone River, upper, near state line","47.75883","-104.05872","Map derived","Approximate","Lower Yellowstone","10100004","1990","","","established","","Literature","","","Freshwater","208","Book","1990","Holton, G.D.","A field guide to Montana fishes.","Montana Department of Fish, Wildlife and Parks Helena, MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
